,spotify_id,name,followers,popularity,genres,chart_hits
13163,1RyvyyTE3xzB2ZywiAwp0i,Future,12110689.0,88,"['atl hip hop', 'rap', 'southern hip hop', 'trap']","['us (158)', 'gb (21)', 'ar (2)', 'au (14)', 'at (11)', 'be (11)', 'bo (4)', 'br (3)', 'bg (44)', 'ca (83)', 'cl (1)', 'co (3)', 'cr (4)', 'cy (18)', 'cz (5)', 'dk (14)', 'do (5)', 'ec (1)', 'eg (3)', 'sv (4)', 'ee (14)', 'fi (11)', 'fr (4)', 'de (13)', 'gr (30)', 'gt (3)', 'hn (4)', 'hk (5)', 'hu (10)', 'is (48)', 'in (1)', 'id (4)', 'ie (11)', 'il (6)', 'it (5)', 'jp (2)', 'lv (17)', 'lt (18)', 'lu (34)', 'my (4)', 'mt (12)', 'mx (2)', 'ma (12)', 'nl (10)', 'nz (14)', 'ni (3)', 'no (14)', 'pa (4)', 'py (2)', 'ph (4)', 'pl (5)', 'pt (12)', 'ro (26)', 'ru (1)', 'sa (9)', 'sg (4)', 'sk (17)', 'za (28)', 'kr (1)', 'es (4)', 'se (11)', 'ch (28)', 'tw (4)', 'th (1)', 'tr (4)', 'ua (1)', 'ae (15)', 'uy (2)', 'vn (1)']"
18188,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,68407227.0,88,"['art pop', 'electropop', 'pop']","['us (46)', 'gb (43)', 'ar (23)', 'au (45)', 'at (42)', 'be (43)', 'bo (18)', 'br (23)', 'bg (45)', 'ca (44)', 'cl (17)', 'co (19)', 'cr (26)', 'cy (44)', 'cz (35)', 'dk (42)', 'do (25)', 'ec (18)', 'eg (26)', 'sv (16)', 'ee (46)', 'fi (43)', 'fr (22)', 'de (34)', 'gr (42)', 'gt (16)', 'hn (22)', 'hk (34)', 'hu (40)', 'is (45)', 'in (19)', 'id (22)', 'ie (44)', 'il (41)', 'it (22)', 'jp (17)', 'lv (45)', 'lt (46)', 'lu (41)', 'my (37)', 'mt (22)', 'mx (17)', 'ma (16)', 'nl (41)', 'nz (44)', 'ni (14)', 'no (44)', 'pa (25)', 'py (12)', 'pe (13)', 'ph (20)', 'pl (34)', 'pt (42)', 'ro (45)', 'ru (12)', 'sa (21)', 'sg (37)', 'sk (42)', 'za (34)', 'kr (14)', 'es (24)', 'se (39)', 'ch (42)', 'tw (27)', 'th (19)', 'tr (26)', 'ua (13)', 'ae (28)', 'uy (20)', 'vn (30)', 'ad (1)']"
1154,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,29446452.0,87,"['latin hip hop', 'reggaeton', 'trap latino']","['us (3)', 'gb (1)', 'ar (32)', 'au (1)', 'at (3)', 'be (2)', 'bo (35)', 'br (1)', 'bg (4)', 'ca (4)', 'cl (51)', 'co (34)', 'cr (31)', 'cy (4)', 'cz (2)', 'dk (1)', 'do (42)', 'ec (47)', 'eg (1)', 'sv (46)', 'ee (3)', 'fi (2)', 'fr (2)', 'de (3)', 'gr (3)', 'gt (43)', 'hn (46)', 'hk (2)', 'hu (3)', 'is (1)', 'in (1)', 'ie (1)', 'il (2)', 'it (7)', 'jp (2)', 'lv (2)', 'lt (4)', 'lu (5)', 'my (2)', 'mt (9)', 'mx (30)', 'ma (1)', 'nl (2)', 'nz (2)', 'ni (42)', 'no (2)', 'pa (39)', 'py (28)', 'pe (42)', 'ph (2)', 'pl (2)', 'pt (6)', 'ro (3)', 'sa (1)', 'sg (2)', 'sk (3)', 'za (1)', 'es (44)', 'se (2)', 'ch (10)', 'tw (2)', 'th (2)', 'tr (1)', 'ae (2)', 'uy (36)', 'vn (1)', 'ad (2)']"
14946,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,37935983.0,87,"['emo rap', 'miami hip hop']","['us (50)', 'gb (33)', 'ar (9)', 'au (41)', 'at (20)', 'be (35)', 'bo (10)', 'br (8)', 'bg (42)', 'ca (47)', 'cl (11)', 'co (8)', 'cr (14)', 'cy (34)', 'cz (24)', 'dk (33)', 'do (12)', 'ec (9)', 'eg (11)', 'sv (11)', 'ee (47)', 'fi (24)', 'fr (31)', 'de (18)', 'gr (40)', 'gt (10)', 'hn (12)', 'hk (10)', 'hu (36)', 'is (43)', 'in (5)', 'id (7)', 'ie (36)', 'il (21)', 'it (32)', 'jp (7)', 'lv (45)', 'lt (45)', 'lu (37)', 'my (13)', 'mt (31)', 'mx (7)', 'ma (5)', 'nl (24)', 'nz (43)', 'ni (8)', 'no (34)', 'pa (14)', 'py (10)', 'pe (7)', 'ph (6)', 'pl (14)', 'pt (38)', 'ro (45)', 'ru (3)', 'sa (13)', 'sg (11)', 'sk (38)', 'za (9)', 'es (11)', 'se (19)', 'ch (34)', 'tw (7)', 'th (8)', 'tr (13)', 'ua (4)', 'ae (16)', 'uy (8)', 'vn (9)']"
12307,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,43103624.0,87,"['dance pop', 'pop']","['us (24)', 'gb (19)', 'ar (12)', 'au (17)', 'at (11)', 'be (15)', 'bo (10)', 'br (12)', 'bg (8)', 'ca (25)', 'cl (15)', 'co (11)', 'cr (21)', 'cy (8)', 'cz (10)', 'dk (19)', 'do (19)', 'ec (12)', 'eg (3)', 'sv (11)', 'ee (11)', 'fi (12)', 'fr (12)', 'de (9)', 'gr (12)', 'gt (9)', 'hn (11)', 'hk (29)', 'hu (12)', 'is (13)', 'in (2)', 'id (14)', 'ie (15)', 'il (10)', 'it (9)', 'jp (16)', 'lv (12)', 'lt (13)', 'lu (10)', 'my (20)', 'mt (6)', 'mx (10)', 'ma (2)', 'nl (22)', 'nz (20)', 'ni (9)', 'no (16)', 'pa (13)', 'py (8)', 'pe (18)', 'ph (22)', 'pl (10)', 'pt (18)', 'ro (6)', 'sa (4)', 'sg (20)', 'sk (13)', 'za (9)', 'kr (10)', 'es (12)', 'se (11)', 'ch (15)', 'tw (24)', 'th (12)', 'tr (8)', 'ua (1)', 'ae (7)', 'uy (9)', 'vn (7)', 'ad (2)']"
9508,41MozSoPIsD1dJM0CLPjZF,BLACKPINK,32382333.0,87,"['k-pop', 'k-pop girl group']","['us (11)', 'gb (8)', 'ar (10)', 'au (13)', 'at (7)', 'be (6)', 'bo (9)', 'br (12)', 'bg (18)', 'ca (14)', 'cl (11)', 'co (11)', 'cr (11)', 'cy (10)', 'cz (7)', 'dk (5)', 'do (10)', 'ec (9)', 'eg (9)', 'sv (11)', 'ee (11)', 'fi (6)', 'fr (6)', 'de (6)', 'gr (11)', 'gt (7)', 'hn (11)', 'hk (31)', 'hu (10)', 'is (5)', 'in (13)', 'id (31)', 'ie (6)', 'il (6)', 'it (4)', 'jp (24)', 'lv (7)', 'lt (8)', 'lu (6)', 'my (34)', 'mt (3)', 'mx (9)', 'ma (9)', 'nl (6)', 'nz (8)', 'ni (11)', 'no (6)', 'pa (11)', 'py (8)', 'pe (12)', 'ph (30)', 'pl (8)', 'pt (11)', 'ro (12)', 'ru (9)', 'sa (10)', 'sg (31)', 'sk (8)', 'za (5)', 'kr (16)', 'es (5)', 'se (6)', 'ch (6)', 'tw (28)', 'th (32)', 'tr (13)', 'ua (10)', 'ae (10)', 'uy (8)', 'vn (30)']"
15110,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,50002769.0,87,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']","['us (19)', 'gb (17)', 'ar (6)', 'au (12)', 'at (10)', 'be (10)', 'bo (6)', 'br (24)', 'bg (19)', 'ca (22)', 'cl (8)', 'co (7)', 'cr (7)', 'cy (7)', 'cz (9)', 'dk (16)', 'do (8)', 'ec (6)', 'sv (6)', 'ee (12)', 'fi (9)', 'fr (12)', 'de (10)', 'gr (15)', 'gt (7)', 'hn (6)', 'hk (8)', 'hu (14)', 'is (17)', 'id (4)', 'ie (13)', 'it (10)', 'lv (12)', 'lt (13)', 'lu (5)', 'my (10)', 'mt (9)', 'mx (7)', 'nl (12)', 'nz (14)', 'ni (6)', 'no (17)', 'pa (7)', 'py (5)', 'pe (6)', 'ph (11)', 'pl (19)', 'pt (12)', 'ro (1)', 'sg (9)', 'sk (18)', 'za (1)', 'es (7)', 'se (21)', 'ch (15)', 'tw (10)', 'tr (18)', 'uy (6)', 'vn (1)', 'ad (1)']"
6423,790FomKkXshlbRYZFtlgla,KAROL G,28400048.0,87,"['reggaeton', 'reggaeton colombiano']","['us (7)', 'ar (22)', 'at (1)', 'be (1)', 'bo (27)', 'br (1)', 'bg (1)', 'ca (2)', 'cl (28)', 'co (33)', 'cr (23)', 'cy (3)', 'cz (1)', 'dk (1)', 'do (26)', 'ec (27)', 'eg (1)', 'sv (24)', 'ee (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (26)', 'hn (24)', 'hk (1)', 'hu (1)', 'in (1)', 'il (1)', 'it (5)', 'jp (1)', 'lt (2)', 'lu (5)', 'my (1)', 'mt (6)', 'mx (20)', 'ma (2)', 'nl (1)', 'ni (22)', 'no (1)', 'pa (35)', 'py (26)', 'pe (27)', 'ph (1)', 'pt (5)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'es (25)', 'se (2)', 'ch (9)', 'tw (1)', 'th (1)', 'ae (3)', 'uy (27)', 'ad (4)']"
5466,716NhGYqD1jl2wI1Qkgq36,Bizarrap,6978398.0,87,"['argentine hip hop', 'pop venezolano', 'trap argentino']","['us (1)', 'ar (50)', 'at (1)', 'be (1)', 'bo (24)', 'ca (1)', 'cl (27)', 'co (12)', 'cr (27)', 'cy (1)', 'do (9)', 'ec (18)', 'sv (16)', 'fr (1)', 'de (1)', 'gt (14)', 'hn (12)', 'is (1)', 'ie (1)', 'it (1)', 'lt (1)', 'lu (2)', 'mx (14)', 'ma (2)', 'ni (14)', 'pa (15)', 'py (31)', 'pe (17)', 'pt (1)', 'kr (1)', 'es (27)', 'ch (1)', 'ae (1)', 'uy (47)', 'ad (1)']"
15086,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,17713208.0,87,"['art pop', 'pop']","['us (37)', 'gb (32)', 'ar (3)', 'au (13)', 'at (6)', 'be (14)', 'bo (3)', 'br (22)', 'bg (49)', 'ca (18)', 'cl (2)', 'co (4)', 'cr (7)', 'cy (13)', 'cz (22)', 'dk (4)', 'do (4)', 'ec (4)', 'eg (5)', 'sv (5)', 'ee (34)', 'fi (12)', 'fr (11)', 'de (5)', 'gr (57)', 'gt (3)', 'hn (5)', 'hk (10)', 'hu (19)', 'is (8)', 'id (3)', 'ie (27)', 'it (7)', 'lv (26)', 'lt (46)', 'lu (7)', 'my (11)', 'mt (25)', 'mx (8)', 'nl (6)', 'nz (14)', 'ni (3)', 'no (16)', 'pa (4)', 'py (4)', 'pe (2)', 'ph (4)', 'pl (50)', 'pt (29)', 'ro (13)', 'ru (4)', 'sa (7)', 'sg (9)', 'sk (42)', 'za (4)', 'es (4)', 'se (19)', 'ch (17)', 'tw (15)', 'tr (21)', 'ua (2)', 'ae (7)', 'uy (2)', 'vn (5)']"
13611,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,16868785.0,87,"['dance pop', 'pop', 'r&b']","['us (23)', 'gb (23)', 'ar (2)', 'au (17)', 'at (7)', 'be (9)', 'bo (1)', 'br (4)', 'bg (12)', 'ca (19)', 'cl (3)', 'co (1)', 'cr (3)', 'cy (7)', 'cz (7)', 'dk (15)', 'do (6)', 'eg (3)', 'sv (1)', 'ee (8)', 'fi (6)', 'fr (4)', 'de (12)', 'gr (14)', 'hn (3)', 'hk (10)', 'hu (8)', 'is (9)', 'in (3)', 'id (3)', 'ie (9)', 'il (4)', 'it (3)', 'jp (4)', 'lv (8)', 'lt (10)', 'lu (11)', 'my (13)', 'mt (10)', 'mx (1)', 'ma (4)', 'nl (14)', 'nz (31)', 'ni (1)', 'no (14)', 'pa (6)', 'pe (2)', 'ph (14)', 'pl (4)', 'pt (10)', 'ro (5)', 'sa (4)', 'sg (12)', 'sk (10)', 'za (27)', 'kr (3)', 'es (2)', 'se (11)', 'ch (17)', 'tw (9)', 'th (6)', 'tr (2)', 'ua (1)', 'ae (6)', 'uy (2)', 'vn (4)']"
17429,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,20990560.0,87,"['hip hop', 'rap', 'slap house']","['us (36)', 'gb (26)', 'ar (5)', 'au (28)', 'at (26)', 'be (27)', 'bo (4)', 'br (8)', 'bg (29)', 'ca (35)', 'cl (5)', 'co (4)', 'cr (13)', 'cy (27)', 'cz (25)', 'dk (26)', 'do (8)', 'ec (4)', 'eg (12)', 'sv (6)', 'ee (28)', 'fi (25)', 'fr (26)', 'de (25)', 'gr (28)', 'gt (5)', 'hn (6)', 'hk (13)', 'hu (27)', 'is (28)', 'in (7)', 'id (4)', 'ie (26)', 'il (24)', 'it (22)', 'jp (5)', 'lv (28)', 'lt (28)', 'lu (27)', 'my (17)', 'mt (21)', 'mx (5)', 'ma (12)', 'nl (25)', 'nz (28)', 'ni (5)', 'no (26)', 'pa (12)', 'py (3)', 'pe (3)', 'ph (8)', 'pl (26)', 'pt (27)', 'ro (27)', 'ru (8)', 'sa (15)', 'sg (14)', 'sk (27)', 'za (12)', 'kr (3)', 'es (7)', 'se (25)', 'ch (28)', 'tw (10)', 'th (8)', 'tr (10)', 'ua (10)', 'ae (13)', 'uy (4)', 'vn (4)']"
606,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,26039960.0,87,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']","['us (40)', 'gb (22)', 'ar (5)', 'au (19)', 'at (9)', 'be (14)', 'bo (4)', 'br (7)', 'bg (29)', 'ca (31)', 'cl (5)', 'co (5)', 'cr (5)', 'cy (15)', 'cz (10)', 'dk (7)', 'do (8)', 'ec (4)', 'eg (1)', 'sv (5)', 'ee (15)', 'fi (13)', 'fr (5)', 'de (11)', 'gr (23)', 'gt (3)', 'hn (6)', 'hk (11)', 'hu (14)', 'is (12)', 'in (2)', 'id (1)', 'ie (17)', 'il (6)', 'it (5)', 'jp (1)', 'lv (13)', 'lt (15)', 'lu (14)', 'my (11)', 'mt (12)', 'mx (3)', 'ma (2)', 'nl (10)', 'nz (18)', 'ni (4)', 'no (13)', 'pa (6)', 'py (4)', 'pe (3)', 'ph (9)', 'pl (10)', 'pt (13)', 'ro (16)', 'sa (4)', 'sg (12)', 'sk (17)', 'za (11)', 'kr (2)', 'es (5)', 'se (13)', 'ch (16)', 'tw (13)', 'th (6)', 'tr (8)', 'ae (4)', 'uy (4)', 'vn (8)']"
5014,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,33511653.0,86,"['puerto rican pop', 'reggaeton', 'trap latino']","['us (10)', 'ar (60)', 'at (1)', 'be (2)', 'bo (48)', 'br (1)', 'bg (2)', 'ca (4)', 'cl (76)', 'co (63)', 'cr (57)', 'cy (3)', 'cz (1)', 'do (110)', 'ec (52)', 'sv (55)', 'ee (2)', 'fr (2)', 'de (1)', 'gr (2)', 'gt (63)', 'hn (56)', 'hu (3)', 'in (1)', 'il (2)', 'it (16)', 'jp (1)', 'lt (3)', 'lu (7)', 'mt (29)', 'mx (39)', 'nl (2)', 'ni (46)', 'pa (84)', 'py (57)', 'pe (60)', 'pt (10)', 'ro (2)', 'sk (2)', 'es (69)', 'se (1)', 'ch (20)', 'th (1)', 'ae (1)', 'uy (61)', 'ad (5)']"
12756,2R21vXR83lH98kGeO99Y66,Anuel AA,23825538.0,86,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']","['us (11)', 'ar (27)', 'at (1)', 'be (2)', 'bo (31)', 'br (1)', 'bg (2)', 'ca (1)', 'cl (81)', 'co (58)', 'cr (57)', 'cy (2)', 'cz (1)', 'dk (1)', 'do (94)', 'ec (49)', 'eg (1)', 'sv (63)', 'ee (1)', 'fi (6)', 'fr (1)', 'de (1)', 'gr (2)', 'gt (57)', 'hn (82)', 'hk (1)', 'hu (2)', 'in (2)', 'ie (1)', 'il (1)', 'it (4)', 'jp (1)', 'lv (1)', 'lt (2)', 'lu (3)', 'mt (17)', 'mx (17)', 'ma (1)', 'nl (1)', 'ni (68)', 'no (1)', 'pa (88)', 'py (54)', 'pe (40)', 'pl (1)', 'pt (4)', 'ro (2)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'es (70)', 'se (1)', 'ch (8)', 'tw (1)', 'ae (1)', 'uy (40)', 'ad (4)']"
6522,7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,5939746.0,86,['r&b en espanol'],"['us (5)', 'gb (1)', 'ar (12)', 'au (1)', 'at (3)', 'be (6)', 'bo (9)', 'br (3)', 'bg (5)', 'ca (5)', 'cl (10)', 'co (11)', 'cr (11)', 'cy (5)', 'cz (1)', 'dk (2)', 'do (23)', 'ec (11)', 'eg (1)', 'sv (10)', 'ee (3)', 'fi (2)', 'fr (4)', 'de (3)', 'gr (4)', 'gt (9)', 'hn (9)', 'hk (1)', 'hu (4)', 'is (1)', 'in (1)', 'ie (3)', 'il (3)', 'it (6)', 'lv (2)', 'lt (5)', 'lu (6)', 'my (1)', 'mt (3)', 'mx (11)', 'ma (5)', 'nl (4)', 'nz (1)', 'ni (9)', 'no (2)', 'pa (17)', 'py (7)', 'pe (12)', 'pl (1)', 'pt (12)', 'ro (4)', 'ru (1)', 'sa (2)', 'sg (1)', 'sk (4)', 'za (1)', 'kr (1)', 'es (39)', 'se (3)', 'ch (8)', 'tw (1)', 'tr (1)', 'ua (1)', 'ae (4)', 'uy (13)']"
11322,1URnnhqYAYcrqrcwql10ft,21 Savage,11641065.0,86,"['atl hip hop', 'rap', 'trap']","['us (59)', 'gb (10)', 'au (9)', 'at (7)', 'be (10)', 'br (1)', 'bg (37)', 'ca (47)', 'cr (2)', 'cy (11)', 'cz (5)', 'dk (7)', 'do (2)', 'eg (5)', 'sv (1)', 'ee (12)', 'fi (7)', 'fr (7)', 'de (6)', 'gr (24)', 'hn (2)', 'hk (4)', 'hu (10)', 'is (24)', 'in (1)', 'id (2)', 'ie (11)', 'il (6)', 'it (4)', 'jp (2)', 'lv (17)', 'lt (16)', 'lu (22)', 'my (3)', 'mt (6)', 'ma (4)', 'nl (8)', 'nz (10)', 'no (11)', 'pa (2)', 'ph (2)', 'pl (3)', 'pt (9)', 'ro (23)', 'ru (6)', 'sa (5)', 'sg (5)', 'sk (8)', 'za (17)', 'es (1)', 'se (6)', 'ch (17)', 'tw (4)', 'th (3)', 'tr (2)', 'ua (6)', 'ae (8)', 'vn (1)']"
558,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,15862633.0,86,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']","['us (4)', 'gb (29)', 'ar (16)', 'au (13)', 'at (2)', 'be (16)', 'bo (7)', 'br (11)', 'bg (25)', 'ca (4)', 'cl (7)', 'co (8)', 'cr (5)', 'cy (8)', 'cz (13)', 'dk (2)', 'do (1)', 'ec (6)', 'eg (2)', 'sv (3)', 'ee (12)', 'fi (4)', 'fr (2)', 'de (1)', 'gr (17)', 'gt (1)', 'hn (3)', 'hk (1)', 'hu (16)', 'is (5)', 'id (5)', 'ie (27)', 'il (15)', 'it (4)', 'lv (14)', 'lt (17)', 'lu (3)', 'my (7)', 'mt (12)', 'mx (8)', 'nl (3)', 'nz (10)', 'ni (2)', 'no (2)', 'pa (2)', 'py (5)', 'pe (4)', 'ph (2)', 'pl (19)', 'pt (23)', 'ro (16)', 'sa (2)', 'sg (4)', 'sk (15)', 'es (7)', 'ch (2)', 'tw (2)', 'th (5)', 'tr (11)', 'ua (4)', 'ae (4)', 'uy (5)', 'vn (1)']"
14707,4YRxDV8wJFPHPTeXepOstw,Arijit Singh,58523986.0,86,"['desi pop', 'filmi', 'modern bollywood']","['in (45)', 'my (5)', 'sg (2)', 'ae (3)']"
16311,52iwsT98xCoGgiGntTiR7K,Quevedo,525881.0,85,"['rap canario', 'trap latino']","['ar (2)', 'bo (1)', 'cl (1)', 'cr (1)', 'ec (1)', 'pa (2)', 'py (3)', 'pe (1)', 'es (8)', 'uy (3)']"
14389,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,13751353.0,85,"['melodic rap', 'philly rap', 'rap', 'trap']","['us (67)', 'gb (25)', 'au (18)', 'at (11)', 'be (14)', 'bo (1)', 'br (1)', 'bg (31)', 'ca (60)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (15)', 'cz (10)', 'dk (15)', 'do (1)', 'ec (1)', 'eg (8)', 'sv (1)', 'ee (26)', 'fi (17)', 'fr (2)', 'de (8)', 'gr (26)', 'gt (1)', 'hn (1)', 'hk (6)', 'hu (14)', 'is (43)', 'id (2)', 'ie (21)', 'il (10)', 'it (1)', 'jp (2)', 'lv (31)', 'lt (19)', 'lu (27)', 'my (5)', 'mt (21)', 'mx (1)', 'ma (6)', 'nl (12)', 'nz (22)', 'ni (1)', 'no (16)', 'pa (1)', 'py (1)', 'ph (3)', 'pl (6)', 'pt (13)', 'ro (32)', 'sa (9)', 'sg (5)', 'sk (13)', 'za (18)', 'es (1)', 'se (8)', 'ch (21)', 'tw (7)', 'th (2)', 'tr (1)', 'ua (2)', 'ae (20)', 'uy (1)']"
1938,37230BxxYs9ksS7OkZw3IU,Chencho Corleone,379750.0,85,[],"['cl (3)', 'py (1)', 'uy (1)']"
6118,0EmeFodog0BfCgMzAIvKQp,Shakira,24902736.0,85,"['colombian pop', 'dance pop', 'latin pop']","['us (5)', 'gb (3)', 'ar (11)', 'au (2)', 'at (4)', 'be (8)', 'bo (10)', 'br (6)', 'bg (4)', 'ca (3)', 'cl (10)', 'co (12)', 'cr (10)', 'cy (2)', 'cz (3)', 'dk (4)', 'do (9)', 'ec (9)', 'sv (9)', 'ee (3)', 'fi (5)', 'fr (8)', 'de (2)', 'gr (6)', 'gt (9)', 'hn (9)', 'hk (3)', 'hu (6)', 'is (2)', 'id (1)', 'ie (3)', 'il (1)', 'it (6)', 'lv (3)', 'lt (4)', 'lu (9)', 'my (4)', 'mt (6)', 'mx (12)', 'nl (5)', 'nz (2)', 'ni (10)', 'no (3)', 'pa (11)', 'py (9)', 'pe (11)', 'ph (2)', 'pl (6)', 'pt (6)', 'ro (1)', 'sg (3)', 'sk (5)', 'es (10)', 'se (5)', 'ch (8)', 'tw (4)', 'tr (5)', 'uy (9)', 'ad (2)']"
1568,04gDigrS5kc9YWfZHwBETP,Maroon 5,37808723.0,85,['pop'],"['us (21)', 'gb (15)', 'ar (16)', 'au (17)', 'at (14)', 'be (19)', 'bo (15)', 'br (18)', 'bg (17)', 'ca (21)', 'cl (16)', 'co (15)', 'cr (17)', 'cy (13)', 'cz (20)', 'dk (14)', 'do (12)', 'ec (16)', 'eg (4)', 'sv (17)', 'ee (20)', 'fi (13)', 'fr (12)', 'de (11)', 'gr (19)', 'gt (15)', 'hn (14)', 'hk (34)', 'hu (20)', 'is (13)', 'in (4)', 'id (16)', 'ie (17)', 'il (24)', 'it (14)', 'jp (11)', 'lv (19)', 'lt (19)', 'lu (16)', 'my (31)', 'mt (17)', 'mx (19)', 'ma (4)', 'nl (13)', 'nz (17)', 'ni (14)', 'no (17)', 'pa (17)', 'py (14)', 'pe (20)', 'ph (33)', 'pl (15)', 'pt (24)', 'ro (6)', 'sa (5)', 'sg (33)', 'sk (19)', 'za (4)', 'kr (3)', 'es (11)', 'se (17)', 'ch (20)', 'tw (43)', 'th (14)', 'tr (15)', 'ua (2)', 'ae (10)', 'uy (16)', 'vn (9)', 'ad (1)']"
18852,1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,4561646.0,85,"['dark trap', 'new orleans rap', 'underground hip hop']","['us (17)', 'au (1)', 'at (1)', 'bg (3)', 'ca (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'sv (1)', 'ee (15)', 'fi (12)', 'de (1)', 'gt (1)', 'hn (1)', 'hu (1)', 'is (1)', 'lv (20)', 'lt (1)', 'lu (1)', 'mt (1)', 'nz (1)', 'ni (1)', 'pa (1)', 'ro (1)', 'ru (6)', 'sk (8)', 'za (1)', 'ua (5)']"
13573,7CajNmpbOovFoOoasH2HaY,Calvin Harris,22819977.0,85,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']","['us (30)', 'gb (38)', 'ar (17)', 'au (27)', 'at (23)', 'be (27)', 'bo (14)', 'br (22)', 'bg (20)', 'ca (34)', 'cl (17)', 'co (21)', 'cr (16)', 'cy (18)', 'cz (23)', 'dk (25)', 'do (17)', 'ec (18)', 'eg (2)', 'sv (18)', 'ee (29)', 'fi (27)', 'fr (23)', 'de (27)', 'gr (22)', 'gt (18)', 'hn (18)', 'hk (22)', 'hu (27)', 'is (20)', 'in (3)', 'id (10)', 'ie (35)', 'il (6)', 'it (22)', 'jp (8)', 'lv (28)', 'lt (31)', 'lu (22)', 'my (24)', 'mt (15)', 'mx (23)', 'ma (3)', 'nl (25)', 'nz (25)', 'ni (12)', 'no (29)', 'pa (20)', 'py (18)', 'pe (16)', 'ph (17)', 'pl (23)', 'pt (26)', 'ro (6)', 'ru (2)', 'sa (6)', 'sg (23)', 'sk (24)', 'za (4)', 'kr (5)', 'es (18)', 'se (25)', 'ch (32)', 'tw (27)', 'th (7)', 'tr (17)', 'ua (2)', 'ae (5)', 'uy (17)', 'vn (6)', 'ad (3)']"
9456,7iK8PXO48WeuP03g8YR51W,Myke Towers,9487383.0,85,"['reggaeton', 'trap latino']","['us (1)', 'ar (14)', 'bo (14)', 'cl (37)', 'co (22)', 'cr (23)', 'do (59)', 'ec (19)', 'sv (14)', 'gt (12)', 'hn (32)', 'it (2)', 'lu (2)', 'mt (2)', 'mx (9)', 'ni (23)', 'pa (57)', 'py (21)', 'pe (18)', 'pt (2)', 'kr (1)', 'es (38)', 'ch (1)', 'ae (1)', 'uy (18)', 'ad (2)']"
16851,55Aa2cqylxrFIXC767Z865,Lil Wayne,12587804.0,85,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']","['us (41)', 'gb (10)', 'ar (1)', 'au (9)', 'at (5)', 'be (8)', 'bo (1)', 'br (1)', 'bg (14)', 'ca (31)', 'cl (1)', 'co (1)', 'cr (3)', 'cy (9)', 'cz (4)', 'dk (8)', 'do (3)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (8)', 'fi (6)', 'fr (5)', 'de (5)', 'gr (11)', 'gt (1)', 'hn (2)', 'hk (5)', 'hu (5)', 'is (13)', 'id (1)', 'ie (9)', 'il (7)', 'it (3)', 'jp (1)', 'lv (9)', 'lt (8)', 'lu (9)', 'my (5)', 'mt (6)', 'mx (2)', 'ma (1)', 'nl (8)', 'nz (9)', 'ni (1)', 'no (9)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (3)', 'pt (7)', 'ro (13)', 'sa (1)', 'sg (5)', 'sk (9)', 'za (1)', 'es (1)', 'se (6)', 'ch (8)', 'tw (3)', 'th (2)', 'tr (2)', 'ae (2)', 'uy (1)', 'vn (1)']"
