,1187,684,437,1090,352,1388,778,862,663,791,1340,953,1031,648,407,779,332,480,531,1351,1126,542,645,769,1234,504,1015,984,824,605,1008,1407,763,434,1115,206,698,1349,75,49,439,272,797,935,452,760,387,748,1100,980,670,1155,436,817,995,528,925,695,1043,167,312,549,1094,581,1281,486
0,6GpcBKNmZDIrRzYkPJu7Wd,5t28BP42x2axFnqOOMg3CM,4MIULe6tfg2loNzBy5B9eu,0yJolfjqzHfNbr9IoBSndu,2aotoGt6dVYi7Mr3YRmDK3,0vkI0xLkitnhjnvOK5REnW,78SHxLdtysAXgywQ4vE0Oa,7t5H3uQv0Zw6cQUnSTF5BB,4PdggFNYwGfjRfkdG5OfES,3O6oippEBKDR0OJDo6O1cZ,5EHvXKnNz78jkAVgTQLQ5O,07D1Bjaof0NFlU32KXiqUP,12CmFAwzxYnVtJgnzIysvm,2AZOALDIBORfbzKTuliwdJ,5Zq7R5qmi58ByYyBQTlNuk,0MoXIHcFwhIWnFgBfdvQ30,7nDsS0l5ZAzMedVRKPP8F1,2TGFJ7H3NWGIxmrrxdOozF,0uNoScPvcAL4krqNZfeJBq,3XlIhgydjvC4EniPFZT20j,3VRvi42U8SsiT4YKP5LNCB,7izarc0fRIPbdZ8cVyChRf,5aMmmNxw4vgpc5XC6hK0zp,4FqPRilb0Ja0TKG3RS3y4s,6CFWXwqEBUi0UFoIIxmg9h,6VSZeMeJlVPGoR2nfB6UxD,73JEBdDEFeVaOLg3y0HhBD,1esNGCDFDiy6sKEqPhlLb4,58RMTlPJKbmpmVk1AmRK3h,5yMkHmsdRZA4OVeCylF4xU,5juOkIIy18sFw9L30syt1Z,4ClziihVpBeFXNyDH83Lde,4lshreIlL7SAG5e26AdxzM,2gRhYk5tJ3cGg63VmgUemN,1DLsogyGi0pwPtwV78D8uZ,1I2O1hTFF1JXLnuvIn2IXl,3SEztK9fNxg81qZ8qETGNT,2ZbWlThDW0qSbI3hinpl0w,00XhexlJEXQstHimpZN910,1cNDP5yjU5vjeR8qMf4grg,58MLl9nC29IXbE4nEtuoP2,2qk9voo8llSGYcZ6xrBzKx,2NCGI6dLTxLdI9XHdv7QfM,4lDXfIznmGueBgTjI3qGUX,5rVbcJv0JRfhWLA3mgM73r,2lLqHBjAnD1QyH24pOPoH6,6IRouO5mvvfcyxtPDKMYFN,3HXLY1sNXIxHfulrjPiRf5,,3sMD9js59UX6gYODxbg1VV,6ktyNEnEukKzskQEiXgCFD,3YXpTiyVmYCfANOlnWv6vr,0AspLZGQkP38yddNoD0pLn,0qHfqHyHZnxvv1lfkJraQc,1wzytoanlxHqWXGCpUxnbY,3jO7X5KupvwmWTHGtHgcgo,1hcdI2N1023RvSwLzTtdsp,4fbyGOEjViyE97W58eGEgU,3RRODs1rHC2ktLqyDDfgPH,0vRvGUQVUjytro0xpb26bs,2otUckChxWf2cp6UP2cD6e,13kJgvU22LHMsJtGWLmx7W,7MJSeuocRuASrNOZaYawlD,3MzJcP62FVm6yKcprsiT7r,01K8GEMGGxtrQ4xjDmNLPs,12PSlydMSjEHzSCj9X5qv7
1,26GHRG8x1F4AzbCKzUaIbw,49qiE8dj4JuNdpYGRPdKbF,2GifD5Xa1sXkfRfAYiB16q,3kGhAL9j1WyNjNkWTRQd8T,1ne2c2YEgt4MmJCJGCsfsZ,5IvPWE7TWcBbsr45jpSgxL,2ziB7fzrXBoh1HUPS6sVFn,2019zR22qK2RBvCqtudBaI,7d1kmnhwauydKmuAvjgQrH,6zcWVbyNT0z94MBffsTJGP,7wqP36o9lqWteOCxBnXlwx,5MaQlvNGOaTj39apHsXVq1,0LlH6J1tj2TPq7AlwXAkY5,4uoz4FUMvpeyGClFTTDBsD,3FfvYsEGaIb52QPXhg4DcH,3qwabfaWewpfli7hMNM3O8,6Gk5hoM7eW8NSCYhICMDHw,6hMNiBKUQFKpnZ7GTvLVZf,2YIxQoGvBukvoC1CbJ7opS,738OS3zrCO782uDiUN9pet,1WjBIvYAnZTkTh5UiZNwlR,6XpXnnKHIhCOUbOLOJGe6o,0zOcE3mg9nS6l3yxt1Y0bK,6hyMWrxGBsOx6sWcVj1DqP,77zlytAFjPFjUKda8TNIDY,06eTdzI1FA6c2cPQAeVHY2,08DLZqQd6XDAVteF9nSEJ1,1OHba9a2SK2KcJmJgkGQZO,5ILMkt5lW4KAyTXMNYWaGF,2lLqHBjAnD1QyH24pOPoH6,0KydPQPUUoTNhmiHKOg5Er,5qfkUSH3ip5dD2eEPhjkT3,5nVk868ENULBaU3EXy4IWN,72RvmgEg2omdlMV9aExO6a,5CdJjUi9f0cVgo9nFuJrFa,4I53vdZJP1OzinYf615C62,5WJINRAYLwCnLBp9tzaE98,4KHdmkq99PXA6QEJ2lKpA3,6w9ToX5slZ4uIdmD17hJ3c,7wlFDEWiM5OoIAt8RSli8b,2Sqr0DXoaYABbjBo9HaMkM,3WaJSfKnzc65VDgmj2zU8B,2nRbxpnBMMbtMBWH5QdqH2,41Ue54Vb6iWx2dcdRCM6oH,68DWke2VjdDmA75aJX5C57,5JYo7gm2dkyLLlWHjxS7Dy,55vs7NT1KxcFjbMC4y202E,2zKbqRqx22axcZA2mUw71Y,,1PIujpIZmCo918lfPJfn3w,1zhIzONVRlTfD1VQRauHMl,3mqvfyOtukTRmUkZHuP1ed,4obzFoKoKRHIphyHzJ35G3,6OwOuTjrLVrlMH1nxxIjbT,0pyi4vNCq5T6GgV1rt7ncc,1bZNv4q3OxYq7mmnLha7Tu,3oNy8cjBtJzLC07I70sklp,1YStXHRj5phGb2LGCudZ6N,3aVwqkJqkpiRLbM0dVqOz6,3hOdow4ZPmrby7Q1wfPLEy,1yIifIA91WgmfzBcjbQB8i,3wRA5UYoo08BBKJnzyKkpF,75eraSeadYDXU4zyzDxglZ,6y5noymXdPvXf7wjIAgQOY,7iczgrgAFILjQVGzLsUzbG,6S0dmVVn4udvppDhZIWxCr
2,0MmnmsAuQKRFpo6vJElcaU,4hxDvVq5t8ebPYPdBl1F9f,0mPAjOjWhSw63IlIgU1wKe,4kwxTgCKMipBKhSnEstNKj,3vKxuOGRkXJWpCZPf01Nj8,02jkPxmytH0Jj7qtp1qooI,5xUf6j4upBrXZPg6AI4MRK,6QyO41KctzGc70mVaVnXQO,76iFMHDqONZusQlTu2ckKQ,5tfGWI8xQ33fxhcMq3GufB,2PQVMx0BpRQhzMWLa7X0T6,12zbUHbPHL5DGuJtiUfsip,4rqJz9fE9prZvQd8WsQv6q,69BUYvpG9MbjCyIZfsFdhJ,3b8QkneNDz4JHKKKlLgYZg,7zt6Af78CalxaPDqORfw8L,6Ur6METz02CC9zcJWDFicC,3c96G4d2lUOxhomM2mby5S,1q8H46YhdCtAO8tXHIWe2d,6sQVeggRv1AhrMzuCjhCZe,08Ut1tYxtmgIInVyQqohkM,5j1BNsC9xeWGfBVCzzg6fc,5P5FTygHyx2G57oszR3Wot,4D75GcNG95ebPtNvoNVXhz,4EBRPnSYtrfmwptEMOSCV8,5vmwWgrlwCfHm1P0vdDFbU,1x1NsoNPyVy6FlgSLSovSk,4X0v8sFoDZ6rIfkeOeVm2i,0aV6DOiouImYTqrR5YlIqx,2zd9YxlsQvA5mkZ1NarYVQ,7gjAu1qr5C2grXeQFFOGeh,756t7CBmWLNYsshVtS6P44,6qgp1NNtpk1CbNlk5t2ET9,6goa2f1QVVT8aqSxKWnsVj,28Ky95tmlHktB96DBUoB0g,3XWQQf60SR1Uip2htrNIoN,7G2AGQxjKPwIfraPoQvkDC,4toEjJSZu1rbfX2hfVdZFA,5hdhHgpxyniooUiQVaPxQ0,7meyrw7Or5DwteYxDJrkCM,188VINPQh5dyNfLUkevKqf,1GLtl8uqKmnyCWxHmw9tL4,1VNfHD8QBVfKnAeHUh42jv,6MJKlN8ya42Agsw3iQZs6e,43Ni20kavBjsPjfQnJ78On,2Mp409M6EpFr3kGdQ1mwjS,1Ha0Fz4i0d4gu5fZbhBCtH,163g9TCjTPJMjem8Iwv6iN,,1zNcOiKaCyEKnoHpc8QNra,4DZGvSv2oMkBUnPz67E6z6,7tU1VKOuxiNZwBZC6RHidA,0haZhu4fFKt0Ag94kZDiz2,0TkqXdyWLsssJH7okthMPQ,1YuNQvsvOsMBm0ahbxB8qM,6CrQKZeuSKNYgrE7PeYqJ1,7plUpXSFcSJUZSiZAoXqr1,4TqmaFJYM8SvuhrunxpmT3,2wm5YtIlq0Spe9rDGGTVkF,5i4BaWy8YIun1u3RXwmlWn,477D3WI5iTnEmCOe7QFU5G,2wTLheTmMcFCA4hdY8hZJP,0BwxeEcojb5X47ugNMQvhL,5bKy7Tu2BNmfoFnDC5mncZ,2FPeVdIIXD9Wb9Kbn1Hyz6,3aQeKQSyrW4qWr35idm0cy
3,7AxtJlBVYqqVJUnlzLctK2,6gZq1Q6bdOxsUPUG1TaFbF,05zszvXo2QjcGv9bnNRKNm,38zTZcuN7nFvVJ6auhc6V3,7plUpXSFcSJUZSiZAoXqr1,0eS2ZGOnJi5Cp4ASTy4aBc,2UazAtjfzqBF0Nho2awK4z,3ZZzT0naD25RhY2uZvIKkJ,2rqtqFiCGyzaRSYdgMiMNC,22tB2wbnB3pexB04xtncrG,1xUhNgw4eJDZfvumIpcz1B,6xdRb2GypJ7DqnWAI2mHGn,18moNotPmBWa2YZtRnIoZ3,3udlGv7o6NeUWRlRFGqPY9,1n2pb9Tsfe4SwAjmUac6YT,6UOcY6w4K6Ek5Lw5rFDHdP,7h7ahzbTkbAFsshWJ7fOrc,7sGj46FhEm7c19hArcGtlY,3JE0uoggWwwYG6rSSJk0HN,3ltFy7g6KKQPPttsdOMlq3,2CKaDZ1Yo8YnWega9IeUzB,5MbNzCW3qokGyoo9giHA3V,7FgMLbnZVrEnir95O0YujA,1xNmvlEiICkRlRGqlNFZ43,0VVnWF3KNaa5O7ESohKhAx,77IW5ZK1smDQYYKDCQugXh,1aftUCES5zD5xXI7O9ZF9F,1hY6WSJRQy3FPTnmprOBVh,0RLWJI1UwVofxre5k3py4a,5U2TzkbKD84n8gHhZtL3Ui,1l9d7B8W0IHy3LqWsxP2SH,0fTav4sBLmYOAzKuJw0grL,1fmPXmOZLmC0NOAD0fUxUF,5kQGFREO5FzMBMsAO3cEtj,6fcTRFpz0yH79qSKfof7lp,6iJTgr51htiTuj3r1cFSFO,2AHbxv3jnfIDz6BmPn979c,6futYSDVulYR2PktBjTB5W,1jSjfSgDjedJdi5MoyRu78,3Fl1V19tmjt57oBdxXKAjJ,5xKp3UyavIBUsGy3DQdXeF,18Zv2g2vUcEGqJf6WnjfXN,5NX29TmuYrENlpvz6IgYMJ,4UqXejsLj7uwZmzQ9vkmg8,2IvPBSC4CgNLYC1GHEAxcN,42TbHQxJ8d94CD93vAoDgl,29kkCKKGXheHuoO829FxWK,6VB4TqEl0yfaF88LYHH4wj,,0hidKEfknd2aNabseugaN2,5Zq7R5qmi58ByYyBQTlNuk,1pgDilWYDWLoOgGjf1iHNu,58GNHTqgNesANvRuoKzCwX,77zgRkcehIGCAtROXkXkb3,1ltDgA6tV4utKM6y1BOYIE,2Rc3Tb5XUPF1YlnQwuPgjg,2eEmsgWmUFMbtU7agJpnjY,492BTrKk9HdCmjgLZ3vjbo,4KivBMgSnZ7hCDfPm46fKc,1lzugG0lqNh9nP6Fp2zG3c,17aoRCzkZM3IFEbFqVCuX5,1l0mKo96Jh9HVYONcRl3Yp,1Y4l4YawNAZndGBSrZxb3N,5GnRHCbhnGp57tp4whNvOo,4CbuwI3bEF7gQOwpxBKtal,4pADjHPWyrlAF0FA7joK2H
4,02YLJJnWC7YQVixkjEBRn7,57ylwQTnFnIhJh4nu4rxCs,40dZfgxk9DQ3ZilJX45EeN,72acCeElLYGL9nBHcZzX1h,6IdtcAwaNVAggwd6sCKgTI,0VVKg6krYM45eGuevSlcRk,40Yq4vzPs9VNUrIBG5Jr2i,2PSJ6YriU7JsFucxACpU7Y,4YBAOrBF9vBB9inOLtpRzp,0eS2ZGOnJi5Cp4ASTy4aBc,0DCw6lHkzh9t7f8Hb4Z0Sx,12fRkVfO2fUsz1QHgDAG3g,2mg9AmMi3b9jTbaOR5If4C,1bqHIHJm8coUJqqoguolZJ,1UTPBmNbXNTittyMJrNkvw,4hiLNlqr4vQdiuo1aQKSXS,6b5YOgXIliAozdo49vUCJQ,7GaMopkesD4KK9dNbgyO5D,5wD0owYApRtYmjPWavWKvb,7qvsLYsYP0MHD7jkdv6DAG,44zcDDVZOY0ck7KECNUPK1,5oFkj1qSlyBUmV5d6Edgtq,3Ngh2zDBRPEriyxQDAMKd1,5fahUm8t5c0GIdeTq0ZaG8,63Bilw49Uv4s2wnovytDVU,5AvkVClT6JuPL4LFy7liYN,1KsASRNugxU85T0u6zSg32,4NwacAakrdNGNinNP54KTQ,2DsNd8GBB1y1J0XMq0nT6s,42TbHQxJ8d94CD93vAoDgl,1J6xqDysFw6YiQ0vMvIKds,0kXDB5aeESWj5BD9TCLkMu,7mujd1Yzam5djx6GfwFpRR,6JqiYCJwtFqBMCvX772Pw2,40WIa01eubnEVkxUHeDZyF,1alPCdMXRJIz3WzfWMJNey,2QUO2NrRwGIaC1MLnzbfIh,7dupCiguCFkYZRisA3foPu,1fctva4kpRbg2k3v7kwRuS,4Ga1P7PMIsmqEZqhYZQgDo,0Cav8jyZKAHMFbAusOmjku,0XNa1vTidXlvJ2gHSsRi4A,62FPyLpIhmk27hBw6RHlhh,3HqP3nd8WI0VfHRhApPlan,3RPYHNSwe3w0mtfJwKIN9P,2M6dCv6FDYMum9nPnNB5Vy,34jw2BbxjoYalTp8cJFCPv,6vPr4VCSFC3nJMw0mEBsn0,,1iRlPYW9AnnyLTPfy53Mj9,070kGpqtESdDsLb3gdMIyx,3EiLUeyEcA6fbRPSHkG5kb,0eecdvMrqBftK0M1VKhaF4,1KeJhR0ENFviw187pD4LPT,0hprEC0nsWuQPSHag1O2Vi,2F9pvj94b52wGKs0OqiNi2,3QmmtMrEf7aQrsd1VtejAV,0SAPzv3jNXclYYSHOnJyjg,7i6FNvFrVU61bNKBmWwX4X,53fzjsJnjEKkA6TdncuIM4,6tekmZkCK5xHTIwWeqyr0i,1BEohdSWSBggmO979tzRwW,2mCd5QO8EUB5rmbGUbCrTJ,3GbUWWI1rMwAIPbUVPvnPA,7pDBRy9uWy1zq5b0uXIABQ,5tKXB9uuebKE34yowVaU3C
5,2KjAo6wVc9d2WcxdxSArpV,4PoYwGOztIrPpBfRIlMSxP,1DvtabXAjfrMihPP6JQdHs,5VF0YkVLeVD4ytyiyVSIiF,4PtVXWSOmF4Tox1jj6ctSq,0ZCbxUPZReHqmDsGmiRvL1,0iHb0mCbqZTYeb4y9Pirrd,73B9bjqS2Z5KLXNGqXf64m,4GepMkTgrIZECoCC55vqjW,0ahtFYd681pvCSkj1vh8lv,384RPjoLeqSOcy5qS9oQgX,3NBmfDV6Yh3hjuQUBVvYgO,0mxcC38vLiMEP8g4MVNhO4,4NEYQeEYBUjfaXgDQGvFvu,4MoAOfV4ROWofLG3a3hhBN,6SsTlCsuCYleNza6xGwynu,4ScCswdRlyA23odg9thgIO,1hMzMy5THp7jWnMRC0rU36,1zwtew8BGPk66RKGQqtPCX,25NQNriVT2YbSW80ILRWJa,1oXiuCd5F0DcnmXH5KaM6N,27w1NoOLMX7tJMYqcetPyG,6Hizgjo92FnMp8wGaRUNTn,5ChF3i92IPZHduM7jN3dpg,2nCACYdIndYchzX4bxLcTW,6OG9fZ1LKXyL0hShRmmnq1,6FbDoZnMBTdhhhLuJBOOqP,1cZQSpDsxgKIX2yW5OR9Ot,1fhvwCr1HKEZgZYOrfsHyk,1l2NYhptmHjo64MDOcej1x,4tOVIRjlWWfR1RrAxyRqTE,2vVT4qoxWje0gVD2FiWZ4u,14awyQ4f4LEiVGmVEo5Bhu,1aTLhV7R5gUjrR60ubjz6V,4AT7XlLBevgZIiKvZQ83ye,3cAWgw5dy6A1OheKZx0uZX,0ajy8rupiCOgvmsOtaG83P,2I1bnmb9VQEQGKHxvr0gSf,6kq4GHwUcUojGIu0ziSNXf,6AUl0ykLLpvTktob97x9hO,6aZyMrc4doVtZyKNilOmwu,450iujbtN6XgiA9pv6fVZz,0vQqxnQk1G32RtjSAFq3z1,5CM5PpBzdFwgJmlafK2AEy,3SEJQy90Vgg1aSnZ9b4AU9,4Q6zYbQ2MrKiEWTGB3yrPv,26bcq2nyj5GB7uRr558iQg,6L95H90mXRQPcFar4Q7tAm,,0bYIAEOrNahTLQkecy5944,30e8DmahrEamvLbFRPdWmk,5hhclzZsaNfmBh0eQI44JQ,2ayNSoKPCRAfjp6hQ76hRu,6vwJ3e6KaQAhLEpBPxCMBC,3WGxBKuYawiVOmCwR8FIUC,5R3NywPPOyhLfdvutgg0me,0r8toju2ecKaVtItkzAnNi,3NgwMzys77S7sgfh2W5k0V,4XkhEirR2JZT4fncyOxxtf,61qMnYXa1GxSBoV3IiYKjZ,3Vnl7pKDxagUgRJ3NMtEcE,3Cv2vi3WTl8VZOTdrBkKdM,557SGrCJ59ysjCE1xjVZbS,26aTCLYjlXZclv9ZFiokpy,1fAFVmxFjwB872XsEUomIK,3s2wTjWxK8NOX09dmsvVOh
6,7FDlvgcodNfC0IBdWevl4u,278ZYwGhdK6QTzE3MFePnP,6PXS4YHDkKvl1wkIl4V8DL,4UHzJP2iKVf0RhKIv7ZE2l,2QWIScpFDNxmS6ZEMIUvgm,43Zi7TKiuRqCwBng7Mv2c0,4iudEcmuPlYNdbP3e1bdn1,6RKnXXyprPjhBdCvL802Ku,7HSeegdmjLYRJpkOYIaZIW,5iOYCVA8uFzdHvYzu0ZYdc,2WLmgv66Uq4vt2i36vwkAq,4wXchxfTTggLtzkoUhO86Q,35AeYLIKrorZDAxsb40vVZ,0LALueHEQunQ2d61fXGeZh,1By9QBFnjZAoI83BZppHlt,2cBh5lVMg222FFuRU7EfDE,2LuHL7im4aCEmfOlD4rxBC,7iZ5x5fwRwROoX3iRWpVgN,6d9XIbBseVi999qdzDEtwE,1SX44N5qjWuFcCK8WTO0c6,7tL5UmgvPx6TqKyf0Sjjw6,75WcpJKWXBV3o3cfluWapK,3aBkeBhwadnWMWoVJ2CxJC,5sm0jQ1mq0dusiLtDJ2b4R,7xT0arvCDupDU1YYy0BNv9,3jBNLmJDEBWEoidTT7l1Jn,76oeXwztPqAxVg9oqozK3z,4K9OTkRXEFL6NDXFTqVmq9,4XLISC9SzRTcR34fosyMtw,2M6dCv6FDYMum9nPnNB5Vy,67hb7towEyKvt5Z8Bx306c,1fQWUHoSWhlrc9rmHi2xnE,5mnS9jJdKQQcRSqFu5YPVe,1IxQVSOg5GFGdGfL7zjpau,2g1JSu9UfRcQQYb3b03Km7,0yIMlboJ6DHovv1cKPVptn,23nWkdjjAlopi1pF5KwrD6,4PMcxAosgYzNpvMCq04K7u,2DspEsT7UXGKd2VaaedgG4,7rkW85dBwwrJtlHRDkJDAC,3yQxGz288i3AqOxq7LYHUU,0LbLWjaweRbO4FDKYlbfNt,5v8bwWRbu7AI3YFhzoM6Ha,7Gd2a8LhB6hvrgFjuZMw9U,77IURH5NC56Jn09QHi76is,7jEEE187pVG6InOxn03oA5,5xQKoGD7Ql92fWd1uWwKkf,71Char2jLgXkG97fBjqNNY,,6SZyjpoIRcvW29wO1u0ouV,56x8mYvS3cyDGAi8N2FxbB,3jGlU8UMMo44I2xeLQ6FD3,5dbaLmK5SHLLg8Z4CcTJpX,0s9MrSopEoAn8JqwBipgdO,4hNpdlfPY7R51u4FEkBxJG,7An4yvF7hDYDolN4m5zKBp,7FZj349hdLfD6qzXkJLuAh,3USpNaxpX1iNqNnQWqg9ob,4WmEJkzJ7Z3yeIa98QS93Y,04ei5kNgmDuNAydFhhIHnD,0oxWjDXa2iXcVB11n8RY3U,2uWcrwgWmZcQc3IPBs3tfU,09XH90DXG8hru6NN96GbA0,0Yb66lSgYL9MFYw6jUHCVD,2N8IPNZTiNo3nj4mreOlHU,2gBjLmx6zQnFGQJCAQpRgw
7,5cIc3SBFuBLVxJz58W2tU9,7CGoviGsNXYmGOBkXk8dtW,3sfo56R9wpAVUcxqAIa9JJ,6JSybS5o47NUTNFQauvxUY,4WOIfFwyvx22jM0eg2fpKv,3yKyH3s5xOHdLDfsD0W9gK,64tNsm6TnZe2zpcMVMOoHL,5LWkv2hDbDwZL3zNwZYNPx,2Bof5crSbhfBwf2pHNjPlw,5jZUCJNQNalZZHgEKf3Hym,2UOVgpgiNTC6KK0vSC77aD,2wJ4vsxWd7df7dRU4KcoDe,7zyObVag8rUjItn71SkIrh,7xeM7V59cA1X8GKyKKQV87,0u2FHSq3ln94y5Q57xazwf,2YL0l5fnyHE9FEf1bwFGCc,5UyRaawCsdiVrro0WWgIVB,2qMezKrAKRh2Z2uR3fCqHt,0MZ55DwuMQ1B2TXq9lcrE4,2qFe0FyUMK8XXoyOsfYJr2,2nq2BeSbzExGAv3Y4HgUf7,3EWxytcxaM0tksU6v3je2Q,2RTUTCvo6onsAnheUk3aL9,00sAT5YX8W3xNd1EuqyHw9,5aMdbTrsvS5t6nDSrQDQaV,4XQhU3S4TyPkiPIsSu2hmA,0K7VN4aHxHcEb7PqkfoIVA,4T2k9bgIoC8bbqjqiEl9vZ,3ldCASdD4QRyfTt6lpPn6y,14vNE9iqS5eGAL6OogiN8g,6NrkINd80slV25wkBu9mEB,6TvjXbopXg71XRM9OZWqUc,5h3UnG3S2o9eZIUT4BNixl,7jzktaiZ0YO4RquEFi4oKp,3qnMl4DHT4gndzFAcG4FlM,0hF1ENHHpEGZxdRdqwMr6E,6ELAHXutcbgmM3v0Bg2nei,3vIFTM70CYTYr122vTVpzx,2QUvtLq6oQaX0LNsYY2fas,21WS9wngs9AqFckK7yYJPM,0kkxsdcaWmWU2yWAqclDh4,6ssXMmc5EOUrauZxirM910,03cwCzIWQ8BRmXjGPDAL04,1Dt1UKLtrJIW1xxRBejjos,78nL8LitGR7vO0qp2iZF9E,1l2NYhptmHjo64MDOcej1x,4salDzkGmfycRqNUbyBphh,1nhSLEYdoBHG6cJ8NDwoF1,,3Rw9RAezi1FGQrglVYoU4J,3bGXaFVQLASmDMdjjeJr8a,1K0lOPFlbPF3Volp5qIYNw,26XxGE8hLV1t9IYa8872lQ,567CChDKZrtF4rnk2r5JeP,0Fn4agIyGMwQsKHrx1i8Dn,3Pc0Gebx1aAAJlZh3zysmI,6XmHtVhgpE33VHFEp2V1P8,7tZrWfaCLVG6ijO3C2ocbQ,3nJEogPoj1zQ6uokOgaKgk,5OyoCvyau6TiGqcCKnDBCR,5sRQkVexJlax2iISuqL8cV,3uGFTJ7JMllvhgGpumieHF,1MVQ4bbrG5VdRyozjajZQp,3oCrmkKTKBi7DUgmtyGkId,3wdwWQXJbqpJJbMdp7KfEJ,7352aRY2mqSxBZwzUb6LmA
8,6GFfu1alUSrL7qazImC160,7ig8pUnno95YNA9MclOveH,2DctCFD8X80VeY7WLC86PS,5Z3IWpvwOvoaWodujHw7xh,188pkeHUWXnROe7lFVYRRa,0VUeSHZjbneQ8Ti7whkL9A,0XHiH53dHrvbwfjYM7en7I,6MoXcK2GyGg7FIyxPU5yW6,29W4Fw8TDGfXD7C9EjJkzc,1nsw4RdQv97K371J01JjDV,3uIgLG971oRM5fe6v8lvQS,06W84OT2eFUNVwG85UsxJw,6cutt8thPFUICMfxaYerWd,5enSNzCwMx61gCMv9jaV4Q,1dID9zgn0OV0Y8ud7Mh2tS,3K2zB87GZv1krx031en5VA,5IHqlcCbQkyhWl0KmIwgeq,33Dtwad3snCG92mhmi17WM,4uJ0Z35toYgdlrDGF4eFY2,0aqrM7Fo3Ml66Kc5JAzmjt,4lu50np3LdTkRL09T7x8UP,7bpDJUH5hnffIYHID6h3Et,3FUY2gzHeIiaesXtOAdB7A,4CuipEvwcoQggmCV8jpKF9,3mNygoyrEKLgo6sx0MzwOL,3FTKP1k9VbOng3m1rgnsqx,0MBIKH9DjtBkv8O3nS6szj,7r2uG6BlFXKcwmh9ItqlII,5Pcez7u1H2Po6e2LmMdF3f,3IsULVZIf4iGp9ExB7yJVq,6UUrUCIZtQeOf8tC0WuzRy,1XC87A3NVlw6xDW1kIB5FN,2NHt4egawSl0pKxbF04Lhf,5dlzTgw97q5k5ws89Ww1UK,7xYcJfhrRx9Iv8smhoEibc,3ykQxYpjoXBZr4yIvAoFZl,6y4IOQcDIDg6I1OEKf2oJk,2iclO3rlyF0YVNE46ctYRj,47MpMsUfWtgyIIBEFOr4FE,46SHBwWsqBkxI7EeeBEQG7,2oX42qP5ineK3hrhBECLmj,11wRdbnoYqRddKBrpHt4Ue,4X8QFzZ1HqwPfwDfyjtwXC,1FTFy5sAOlZpN6GY6s9VLh,6UBA15slIuadJ8h2lPRPos,15k33gArN2NU6cEYyQC3xZ,2CLVPk9FcywjClBcTvWPkT,2uDY1ixxYwWPw7LXQiROrs,,6xr6YWVsGo5k0sqwjgRPhS,6vgqbvuLEUcrg7SB1kRTYE,21451j1KhjAiaYKflxBjr1,1GDbiv3spRmZ1XdM1jQbT7,5SyCTZ8X8YQCI0J1VRp4iC,2n7USVO8fO8FF8zq4kG2N1,5R6YR0pasdxlynyq0Abq7x,7K9rdoOJSiKXoVXPlSkGKT,1p6LkaobwRZ2v8U46QPtSO,5ISjkNS17JpCwiFtW80lpV,63CZNEytugjFnZBdjBmWc8,474Q0FLKeKJZpGZgvo8QdD,30b9WulBM8sFuBo17nNq9c,3yfNNHn865Z5J05WhWLa00,3gqabzO7zvHVzAIT0Nxqa3,6lp2VnIRXXpC9Wz7hSX6RE,6GMYJwaziB4ekv1Y6wCDWS
