,444,1322,507,1401,1096,1250,262,1,1368,621,1360,287,162,891,1357,294,960,798,1377,1207,1382,415,394,443,1256,494,551,712,188,1231,177,409,50,1171,1230,871,1085,109,1034,775,301,1316,679,344,1065,747,249,33,440,277,1142,1396,1056,939,46,289,293,386,921,1212,792,473,540,974,1239,139,41,869,1041,1071,378,154,1242,1352,812,1167,1260,1405,460,311,523,1151,1005,1348,730,514,675,799,1371,968,1257,923,1249,1277,1029,719,773,1319,147,490,1048,1169,1288,1087,1172,118,103,836,1370,805,363,785,325,1213,636,1049,508,247,226,1326,26,552,1186,617,568,1310,1208,706,406,879,1321,1157,367,783,253,231,362,846,435,855,25,72,901,52,726,1063,323,913,478,358,678,574,593,1362,346,1270,130,1006,131,709,305,1332,146,135,680,4,357,751,123,794,716,1354,524,178,366,1276,810,11,634,1158,582,356,589,886,561,533,383,520,1245,1024,664,330,1223,133,866,780,1403,677,860,1187,684,437,1090,352,1388,778,862,663,791,1340,953,1031,648,407,779,332,480,531,1351,1126,542,645,769,1234,504,1015,984,824,605,1008,1407,763,434,1115,206,698,1349,75,49,439,272,797,935,452,760,387,748,1100,980,670,1155,436,817,995,528,925,695,1043,167,312,549,1094,581,1281,486
0,61lyPtntblHJvA7FMMhi7E,1WycOcJCIRAH5xyzHXtp1E,223iUzG0kb5V166FJP9ovD,67es8ZtGIcV80XDLwlQkU3,5os0Ltvz8Q8BvXOPOd1frx,7iMjWsjqbmYLobomSh4B64,3mPc8WGusz2XF3Tvs3AKCR,7iZtZyCzp3LItcw1wtPI3D,45QUD9oZxg3rGkSDEFI0i6,1XTGADISSMRf8B4TcVGYUC,2g6fa86fL6oLcoDqanBbuR,720fJ5sGqAOhvU2IUypqIr,3xEJ7cDz5rdg6VM8E6Mqhf,5lPsVvHVDr6R5mDxRUXdOs,0LVrQUinPUBFvVD5pLqmWY,1d6dwipPrsFSJVmFTTdFSS,4x7gxsrTH3gThvSKZPPwaQ,0CmvFWTX9zmMNCUi6fHtAx,3XaUjViDzB8N9bPqPeoWk5,7G6hXrjGpi6I7waNl4wxAk,3Oj3NMxJvaVSlg9y2uUVU5,5iot8OPcosJN9nCl7I5SdK,7FIoB5PHdrMZVC3q2HE5MS,3P6ePaE5unCm7vjccfcBAe,7EOPEWxWHIFhwHsTMF9EVq,1mux8L6xg2Cmrc7k0wQczl,7IiSLreTg1of8dDwxwiPw3,7ocwZINHqO9DZJgFtc1B20,4vtz0m60CCrcsQmqDunDIR,5cxj1DT5cqB6uSkq3Kl4IL,4bL2B6hmLlMWnUEZnorEtG,4RXbsHNVIxvfLh5IeHXmAB,3pc0bOVB5whxmD50W79wwO,3uC7RGF9NH9DIJWq92UB6O,4l1cKWYW591xnwEGxpUg3J,7JDSHlDdVTo7aZKdQZ53Vf,2loYllWFfoWpoxC5YrJKc4,0tmwSHipWxN12fsoLcFU3B,2AfmfGFbe0A0WsTYm0SDTx,7xGGqA85UIWX1GoTVM4itC,5bxbPQo0VkFgZKemF0YKb4,5imUS9dQyCbAjUEJJ9QyWC,4hTL3jOgvZwOqegEZTOrCc,5J81VungUjSVHxlPpTI9KG,5CFHkGrLdtDurzPPIPYze9,5ZDBkifba6O2TRqyzxGuoq,00sAT5YX8W3xNd1EuqyHw9,,4PtVXWSOmF4Tox1jj6ctSq,39S7Y72G0tdDPy2INGFicV,5cM1PvItlR21WUyBnsdMcn,5p9HQrXQaCQNZUKKVf9UTh,5BcAKTbp20cv7tC5VqPFoC,,78jcF59aMpz63E2TYmntws,2AfU5LYBVCiCtuCCfM7uVX,09djLPsTydbIFC9duW5mQp,4FCzCS0KEgb0rgySWINItO,6WY7D3jk8zTrHtmkqqo5GI,72y3ZI95ctkQC2O4mjBaU3,63wjoROpeh5f11Qm93UiJ1,4j5KBTO4tk7up54ZirNGvK,2O6Va98fudK0E8rtu7Nm2Z,1Lvrnoz3ZKzzrBuZ446e6P,3t3hIeMUcwqWaEVpEox5QW,0u6GtibW46tFX7koQ6uNJZ,0c173mlxpT3dSFRgMO8XPh,0GtBUVp1cWdIUKwm2GHTHc,3p22sjFokQUthzPg63kqfP,0pF1TxZmwCJ3gGpkBQwdtT,477D3WI5iTnEmCOe7QFU5G,4EzkuveR9pLvDVFNx6foYD,5dbaLmK5SHLLg8Z4CcTJpX,1WsXapPbIEOveVpEKjaGHu,4k2ggpJpzdQHCBQ84f1jBy,0Ol3Jol2T3lZZVLNNzWPhj,,0QJIPDAEDILuo8AIq3pMuU,2MSlGNpwXDScUdspOK6TS7,2otUckChxWf2cp6UP2cD6e,3nXQmlliJxvfXOm3naZf3B,0bxHci3JIhhKA53n8rH3tT,2bt3I0VkmYuPvP57sxokab,03GruNQP8X25PCoWzdvIGZ,6i6WlGzQtXtz7GcC5H5st5,7rgKxnnBAsZ7Q04d6jICu6,4OkeTQCk0fvX6VBYpOOxDi,6smOYrOT8fGSn5lDC86Jjb,6eMCzVivkuOsjrv7LwQQh4,3FV5Pa1PcxwHzc4rVEWVrW,6wPBIyIIMxoqgux29bGF8I,2AV6XDIs32ofIJhkkDevjm,7koJQAjVzXoUpH6pXrihXA,5AlUDdksfPP7l4Qm22MJA9,0MoXIHcFwhIWnFgBfdvQ30,2LSJrlndCuTpdEluvYHc2E,5dXbkgq9goxRAwCFoNU9Dp,5uCXJWo3WoXgqv3T1RlAbh,6eKWqnckwdIlSnjaYgIyxv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5EehXjjMktLuJmbRsM7YfB,25eQCECJH4VTpBYV9jhpyE,6ssXMmc5EOUrauZxirM910,5wyDmGpjhwjaTnfEEYQ1sr,3aTuTR5Nf6pVW3837q2ZL7,4lFOyLUXnV2Emuus9X8xpA,6jsjhAEteAlY0vCiLvMLBA,6extd4B6hl8VTmnlhpl2bY,5EG8kX3NJR8Az7XKu4Czu7,0rjQs0BXlxtEniNqvD3zNQ,6rHWAH6F4mr2AViSxMV673,2NvmDZar6FF2CICK1yBS4I,6ytOHdKh4xt4YvF7tz8Zcv,3H7pODXycF821OnRyAw2VT,2j3K3e7Jnnmd2KwlFgCC5u,1Db5GsIoVWYktPoD2nnPZZ,53cQZtWDwDJwVCNZlfJ6Qk,3JjvsPeGMbDJqsphe2z8xU,0SJy1J0FgP21lbvGBMKT8H,1goOx6gnQdUllLfSMsL4Rt,1mCm9sqidA8YS31nVyvlXM,1DyU8JVejfDzqXo9x2mFfQ,6DbJi8AcN5ANdtvJcwBSw8,6aNouxfdfQCKjiZG0LJcjx,2Iehb2oybCzALPdIIzmt6I,2AZOALDIBORfbzKTuliwdJ,06eTdzI1FA6c2cPQAeVHY2,72OaDtakiy6yFqkt4TsiFt,5gs4Sm2WQUkcGeikMcVHbh,25KT93FeotUTHC1dbLasxi,7keGfmQR4X5w0two1xKZ7d,2BJlVsxttHH4E4v9PAFNi0,3gIRvgZssIb9aiirIg0nI3,2eRJjYEaWyGZbOBGYFLBoC,0Z5pcmXDCKTrFWLnDChC37,2Pfv2w8a20xzC7Dr7QXRqM,3s9kaLrpplvv4vIzZBYPga,0AspLZGQkP38yddNoD0pLn,0XATRDCYuuGhk0oE7C0o5G,0N5PyKJzS3M1XNlaCL7bbE,4jFlmD92WULLlaRS8Cj6QS,3HVdAiMNjYrQIKlOGxoGh5,6u3PN3PCsWLGsw1OffKQ2F,4skJp5OKvcc9eKokiuhi2s,2RuUKJs7WOJjeAkjRXp1If,52iro9cKM86Z46TVIoir8h,4D75GcNG95ebPtNvoNVXhz,,6wAdcWMCHvamfged5FsKBD,2msPoIYdnKVeuOOM960FC2,2q37Nw8NND2z1T1KU5XVfn,7niTXistKYVF29W4Bo0cUt,0fA0VVWsXO9YnASrzqfmYu,,1pk1stIyHnuK6lXZ8QiNKt,5rDXcEIODl8TgGTgrntnjX,5ZfBThYiIIhL7jHMG8gDB2,4gJCFxvqKc43Ifk0UIBB42,5WRElKaZsn1tGnrgmJVAeO,1eNkUXHPaXyuyC8NAgzykK,4d3yvTptO48nOYTPBcPFZC,4bYwbb6k4ujHD2NXRxSwRP,3KgHd8tKiKYsazNkydQgYM,5csQq4TumSO1XpuaxiL9V7,6OHwlQ5KVeQ2n6O2mgqR8U,4ofCBoyEiGSePFAG500xev,67nwj3Y5sZQLl72VNUHEYE,3cbd5GWGOknxmFAe77MDbk,5TfpwNDNvEPPjWk65OrtmV,0VX4MyYhvKRtU1AZUVGLUZ,2otUckChxWf2cp6UP2cD6e,0gadJ2b9A4SKsB1RFkBb66,1phfTBIocBW3UwqcYjaEN6,7BRYcgYwaw9fhVKX4VUiUA,0FrOnmhn1KtQ2n5mHF2SD6,1w67D3PakcxjYGt6xPnnke,,59pWgeY26Q6yJy37QvJflh,50VoYemccTaftNfFqWtlXd,1yIifIA91WgmfzBcjbQB8i,5BPQfQJaq5Hx0636gwk4uA,0QaSiI5TLA4N7mcsdxShDO,2DxlS3lTLFIq70S7ap5H3y,3EAHF3jdnHHdko5DBrhRUP,5BcZ22XONcRoLhTbZRuME1,3D2GUXbtlL3r2d5HJEnsFD,3IVrpJxHeUFoYP4H6bxg57,61CPKXT0bcKj8MKTNTMOXa,4KqDWzISnBUJ92jo77lmxT,613554IkMC7vjDq0fq4Z1M,5zkf2Na8DKKJmtWX5Xrx3m,0vqkz1b2qBkoYrGMj2CUWq,7J4lqW9BfG8FjylK9SP59j,6FvGIOpELnPLxPoyqotQ0Q,5TfnQ0Ai1cEbKY5katFK14,7FDlvgcodNfC0IBdWevl4u,7aJNXzRL7Cac8L6KF7HKUO,2P1puQXmG48EVLBrHbum1J,5iqStkZi6QmG8sgQZQrfGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0Q9slhIaEgg190iG8udYIV,22HwnF4wTRtOqq6eWw18BX,18Zv2g2vUcEGqJf6WnjfXN,0SaKau45p7bLauh7j5zDTd,3rJ3m1tM6vUgiWLjfV8sRf,7fObcBw9VM3x7ntWKCYl0z,5vBrKGOjN10BMwB0cJADj4,1MXZ0hsGic96dWRDKwAwdr,5ZXCD32JVeJ08JNuWz5USb,1fBcQOi8yEfWN7fknMoqIE,5M0fvL9GMc2zTuIIQwresj,5JMLG56F1X5mFmWNmS0iAp,6L34dW6SKMSDaGIfYDU19j,4nNwfeVaNJlfz8RdCT5MJO,1zrBQvkTNhFFby4V5UiK2L,6XmHtVhgpE33VHFEp2V1P8,20mCdWSz6PqFQof9gFFJ1r,4TnGh5PKbSjpYqpIdlW5nz,0WCbmGMzwvFFx0JT8k7THP,7dpKVB4mK3ufNdZOpMKtrd,4l5yM8Xgy138mX8enj6mud,0tTS475qIqv3KXYZMXjsYy,4STHEaNw4mPZ2tzheohgXB,0IcwumPFXL1XWQ0Z9CCuCV,0QiCCpzEYPFaWqkWtDQTmH,0UWZUmn7sybxMCqrw9tGa7,6VSZeMeJlVPGoR2nfB6UxD,6YHEMoNPbcheiWS2haGzkn,6L34dW6SKMSDaGIfYDU19j,7LOmc7gyMVMOWF8qwEdn2X,4ehtJnVumNf6xzSCDk8aLB,6KHtu1HQfGoLlDtQsPzrN9,3sKeaby6GMSJWgYueZaSjE,1NU9Em6e8dDo36Js6nEo3t,7gjAu1qr5C2grXeQFFOGeh,49qiE8dj4JuNdpYGRPdKbF,3iOE5ItEv5xr9fmKi7GNh2,0eecdvMrqBftK0M1VKhaF4,1eTft3tXynrKdo6XD7QHLL,0TF2NxkJZPQoX1H53rEFM1,1CF7hrTuWgErEa6HBFJ8d3,4uYwLU7k03RCQSRXGtQGg0,1uaS3ZokV40ZrpzSRhx4Ol,4kSGbjWGxTchKpIxXPJv0B,14vNE9iqS5eGAL6OogiN8g,1GXnXJCevXK2b7qDAwdU5u,53cQZtWDwDJwVCNZlfJ6Qk,,55qSbU11psT1e0HlLaTZPB,2Y4125mDrgQyPD7dt76Rtm,76Gi1qoWLrIerL5FcL0TZb,0VZD1yS4vqCj6bE0eGdUoa,3JhNCzhSMTxs9WLGJJxWOY,,5g0Xoyr7uIlAYCkpgsFhJH,4T8NIfZmVY6TJFqVzN6X49,0Jpjc7Fc84inIqLhOvBU1Q,5wwneIFdawNgQ7GvKK29Z3,4NZvixzsSefsNiIqXn0NDe,05RZIdfz59ZW2FvFuwnmNK,085pc2PYOi8bGKj0PNjekA,3h11MHQeCrcsUgRRijI1zL,2E5rkwWAKphgpurncaoAyn,0j8QSBQZ9MNSGjHr1Vll1R,37UACiDcdzEYii0iU0QpAf,5rGrDvrLOV2VV8SCFVGWlj,0ONHkAv9pCAFxb0zJwDNTy,0MK8l3nURwwQIjafvXoJJt,1Sl3idO2XzH3AVb6nOjOxs,6AVfW2Y10P7zqLC6Z3O0xj,0wwDZj4zgZORjTGhTujAKx,10exVja0key0uqUkk6LJRT,2ayNSoKPCRAfjp6hQ76hRu,3ArPP8R2oGr81W8i4XBPpP,5vBSrE1xujD2FXYRarbAXc,7koJQAjVzXoUpH6pXrihXA,,5TfnQ0Ai1cEbKY5katFK14,7EIbKyiLnEJ1Y074UIUyZJ,477D3WI5iTnEmCOe7QFU5G,6WBf0WXqyBkCCYAEPUeDxn,6lp2VnIRXXpC9Wz7hSX6RE,1u7kkVrr14iBvrpYnZILJR,2M4eNCvV3CJUswavkhAQg2,3HC7NcxQx2Yk0fWoRKJ0xF,3FTKP1k9VbOng3m1rgnsqx,7dp8dR96gWncIypef8kTnS,2Ksaxtwx8hMgjUkzIoGDXE,0YdNhwnRZeh2jK83CyG9iK,5nBRtxZuFzeJ0TIOJce5CO,6jV25rzTKQ2zMgrqHha1V5,7xGGqA85UIWX1GoTVM4itC,2W3QMj8bgNagVT9v9zktdM,5fKHm5RVUWIIirTGZlwGeO,7zt6Af78CalxaPDqORfw8L,6gAtOqhriLzOzb3Qqmg5kO,0rFjQZAuPOhjYhRaGHNbKR,7nXyULtoL8k7wP9l6kg8Ef,34bhyY8jfKez7uKakMfy4y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,26OrZl5U3VNGHU9qUj8EcM,0wb3S587JG0riRtdPA6PQD,4VH2QabEORUUhN1F1cYQ6N,4l2H79bDyhtxf87atRG8dk,0Jeckitay8SbvKwqAzWuYH,1goOx6gnQdUllLfSMsL4Rt,4N874uPqBka1QiCvnCVOtr,5dHt1vcEm9qb8fCyLcB3HL,4KhtKfn714A0oYBmpMHcz2,78u1jLVBjPSXQVmHBV43yG,3Yl4nkmEa8BSuGWbwhdLDq,7LImGq5KnzQobZciDJpeJb,4vtz0m60CCrcsQmqDunDIR,5Z1CCuBsyhEHngq3U5IraY,4IDoKaZIEacb3QncU8RQMp,5zaT4Qu9otu6z4oyWjRqM2,17esEoE9uEHFKuzkar2UL0,68KmkJeZGfwe1OUaivBa2L,3yIbPI61iAhMptDnfnyScb,6dROiL44pIQZVNZ6Bc0OJO,4zzYBv1zMJRee7ExiPc3Oj,35orQw8LgQn7KOFjzCyY7E,3RTzAwFprBqiskp550eSJX,3Z6WVJzHQ12kzNjhzDkIYP,3yGHlfCop3TDHOBT6MRA8Z,0LALueHEQunQ2d61fXGeZh,0DB1wNfjROe6CCARJM31Mm,6XpaIBNiVzIetEPCWDvAFP,2kIs76sEGiulKeqetZq6ua,48eO052eSDcn8aTxiv6QaG,20gsENnposVs2I4rQ5kvrf,3nKRoBPP2EiNQO7rWnAPwY,73eAAfRkS2Vi4hx68oTJJE,3ao3jf5d70Tf4fPh2bnXVl,1zTAQ6zkGz2L2i6lfR30EX,3RNrq3jvMZxD9ZyoOZbQOD,5N6GwJzOcOY5kv8p0NjhYL,2wkoKEfS6dXwThbyTnZWFU,0BqRGrwqndrtNkojXiqIzL,0W498bDDNlJIrYMKXdpLHA,1vgQksyJ0IVz8y9XerEOy3,7JDSHlDdVTo7aZKdQZ53Vf,5qfkUSH3ip5dD2eEPhjkT3,1LeVJ5GPeYDOVUjxx1y7Rp,1SwDFc5jX708XR3XtzLrRs,7M6ItqYUMPQRQQ5q54tl7G,5ChF3i92IPZHduM7jN3dpg,,1ZdhAl62G6ZlEKqIwUAfZR,02U4dXZhGSo07f66l8JZ91,3uaHfXYx9Fh4HjqMbrWn5S,0kubuLkzJufVBMoZCC5v2T,01QTIT5P1pFP3QnnFSdsJf,,3CDoRporvSjdzTrm99a3gi,0huGjMyP507tBCARyzSkrv,5JG9GISYjRLQUJMH2C6iJ5,2XiiUuK68XNdHaHOAF5hnT,1cZQSpDsxgKIX2yW5OR9Ot,5aEWnrN8h3MhuFUPRfaVuy,698hF4vcwHwPy8ltmXermq,7dc6hUwyuIhrZdh80eaCEE,7meg3neLTT2WR1LDjL8jze,69UypehHabb68utzfjAVlV,0awBNuVACBDglhyp0vRMgY,5uEeqYFuIChoWKy34jp8xE,5IcR3N7QB1j6KBL8eImZ8m,6T4K8YuFc0JPDrYgABbxao,6MFULpkCpjw47aMa1Z5m1i,6OkX55UMCw4Hgc5HM4zr7K,3pjq2pDV9RR6VY55wBjVnp,3gd8FJtBJtkRxdfbTu19U2,0AspLZGQkP38yddNoD0pLn,2D8tuLHq2d4mctp2WTk62V,5l1BwcEGGLpX6Y9668D8sd,24Sxfn1uAoJmuR9N72drt9,,2K13AVg3bFpHSxDM1vJ0qA,3QGKsAfhZdldQCLuLjk6zl,17aoRCzkZM3IFEbFqVCuX5,0vN920jukdAbErvjo2OJ2o,6r20qOqY7qDWI0PPTxVMlC,2A09V0kHlETOFfT8Hz8oba,5Il8YjuVAWkWNH2xgjFMpF,3JsMj0DEzyWc0VDlHuy9Bx,7t1YgV4PxSjBg9P8ZqE4Vo,2TJHmhbmT7L3gw2NKyDTHh,1Jp2BVxy67R0OaudOV9lm1,6MmZD1Xsm0J90DhGMYPe4f,4czIzL9okaRTTUoI8KFB9v,5t0Js3X9t4wpgXGlaiTFe6,5m8H6zSadhu1j9Yi04VLqD,6UaMv59B64t5wi1vH4H5HT,4Z0yuwHVJBROVZqFpTIr0d,2fkmfYw1KeOiDLA6MHDwU8,5schNIzWdI9gJ1QRK8SBnc,3fgh28NoU2ArVdUdymvnf3,6fNmOWQzfOVyHLQ2UqUQew,66lH4jAE7pqPlOlzUKbwA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4WFtYn5RyU8VGPpPyW9Pxw,3nXQmlliJxvfXOm3naZf3B,1osZFzamKEXNoYk7HzWbDe,2YfwTOT9y032E2VXJ8LUuZ,7Fd1nidunOjfHBD87iU1ZI,20s0P9QLxGqKuCsGwFsp7w,5nQybVOGIy5TZ1XK9CaDiS,4IVAbR2w4JJNJDDRFP3E83,0mXFUCl68VMz2BhKzq1zCO,22fUk65l9TfTRWwYrn5Mq9,07lgEPGfoA4Lqos6YGYPDU,2HysMkOtaumKooHYAlE7wd,2tcoLkA9Hexz70Kuc1NTUl,3nlHsNqwCSvT988ZfSW1Yh,4zPGlyitRvJo7iz6OKlETa,3uC20p2EoNm5LYtzSVWdkL,1pbHrVayIcVpHI9z97u4bK,1wKpMkucynaTfG8lyPprYV,6WcoLUYMQyttg3fFIkou6X,6XwcepfAsPhrvwziGxhwju,1zErXDrChp7heWGAjO00Xl,3hN3iJMbbBmqBSAMx5veDa,3WrFJ7ztbogyGnTHbHJFl2,4KXp3xtaz1wWXnu5u34eVX,1BvLhDkql2F6d4G5aaajY2,4NEYQeEYBUjfaXgDQGvFvu,7rgKxnnBAsZ7Q04d6jICu6,3nlHsNqwCSvT988ZfSW1Yh,0LnhY2fzptb0QEs5Q5gM7S,0ziR2zN0NFcB4x1G3P8cW3,6lB8vOoI4DRrrVxXwuV19c,2JwyRtuXf2l6sTnSnGVIa1,1e7K8jD3wRuQfnwDAOeGqe,0vWCyXMrrvMlCcepuOJaGI,6n28c9qs9hNGriNa72b26u,69k6uTSZMPLpSnhmLCiKxQ,673J686eeEXMYJorgQ70lX,5hdhHgpxyniooUiQVaPxQ0,78sJswwVn4P8aEhkF4K6fQ,4VnomLtKTm9Ahe1tZfmZju,7GgpsUpkj3olseoaTY7TEY,29fyAsYdzkCIH96xB40um1,0UFKnbRkop5zKvIHhbnMCI,0SwO7SWeDHJijQ3XNS7xEE,1jBFgqfCh0pz5eNIWFvJGQ,5jYPpt8OQR5IRc2w4RFEJj,6xQvQwZQQuq9R3TdPNbcR8,,2A2x3ZwZEOgWdSmSHZRIok,3J28FLi8jjXtUGWf69cP7I,3m7Ej9zfNto7JOsjKsYhEr,5Cs0SJYrr8XUtlZWtkoian,1SlPJ2l80sMnCHpz1wB8nT,,6Vxu4TDCN5TMlRpdu6a2Ag,1MXZ0hsGic96dWRDKwAwdr,34dfPo3Zi55yM6oV46q4y7,19VDJ9IKyBSUMDJxLsasP6,0jPnVIasXzBYjrlpO5irii,1B8ySGDAiXTCvnJNH4HSCG,4eAOcbAXIF4BmbN6E1QIlw,53YSn9tHwGJ6bq5P0gGoYo,5cvT1YrzMiVuHMg22UKIk5,4QVBYiagIaa6ZGSPMbybpy,1noWnd8QFQD9VLxWEeo4Zf,47BEc2RoW53owMyxacXWdV,17lzZA2AlOHwCwFALHttmp,5Kpt1mryjiwHa9goYPQG1o,5sRQkVexJlax2iISuqL8cV,2dJTa3mUidZAO9sKcY72tK,08ao8gzTHBtNf5Laf9jjwR,5SHxzwjek1Pipl1Yk11UHv,0haZhu4fFKt0Ag94kZDiz2,2oCQSda6vA1t27B5RWXYwb,0gBvuNzrFCOVaiyKexoYMH,6yTYR09WCvsgdnurDW4WQo,,37uLId6Z5ZXCx19vuruvv5,378dH6EszOLFShpRzAQkVM,6tekmZkCK5xHTIwWeqyr0i,22HwnF4wTRtOqq6eWw18BX,5xdizdgbQQvGAgAolGhpXr,2WRStKp4ihGVUzlzWfv1Qt,0Xk15jHKly4c3AhPr5vjoA,39T6qqI0jDtSWWioX8eGJz,72qVrKXRp9GeFQOesj0Pmv,5kSJMVPcTITrSZxTrHllVN,5MynxBz4ZMqvUzpcxTZl4C,05hTiRCvSR4cysZffHUQI5,06j0PdOWS31kMCmfxsCwg9,3Lz3vEN23Fw0hIelrYEzUD,3dkbV4qihUeMsqN4vBGg93,3I4ttwmYBwsR01fin6ItJR,6SXLkJrpyA2cxh2B1Xq3b7,0WbqAlM1WvfUD6dF7omThd,79hrYiudVcFyyxyJW0ipTy,159oJddLiuKFNYTa3ZNueS,4MWopTgyvixq0tNiFrVg0l,5WRElKaZsn1tGnrgmJVAeO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
